p,beta_mass,mass_amp,score,m1,m2,m3,m2_m1,m3_m2,m3_m1,hierarchy_depth
1.2,0.42500000000000004,0.32567048479880384,4.434252422132491,0.5213461984073035,1.0,1.9181112340609157,1.918111234060916,1.9181112340609157,3.6791507062306894,0.5657475778675096
1.2,0.45000000000000007,0.34482757213990994,4.400973152846166,0.5017490702710913,0.9999999999999993,1.993028107575182,1.9930281075751806,1.9930281075751832,3.9721610375847107,0.5990268471538338
1.2,0.475,0.363984659481016,4.367693883559842,0.4828885878270515,1.0000000000000007,2.0708710564063972,2.0708710564063995,2.070871056406396,4.2885069322617495,0.6323061164401576
1.2,0.5,0.3831417468221221,4.334414614273519,0.4647370609528344,1.0000000000000007,2.151754366113462,2.1517543661134644,2.151754366113461,4.630046852088349,0.6655853857264813
1.2,0.55,0.42145592150433436,4.26785607570087,0.43045527858454347,1.0000000000000009,2.323121703346925,2.323121703346928,2.323121703346923,5.39689444856152,0.7321439242991299
1.2,0.5750000000000001,0.44061300884544047,4.234576806414546,0.41427469210074275,0.9999999999999998,2.413857324783965,2.413857324783965,2.4138573247839656,5.826707184413203,0.7654231935854537
1.2,0.6000000000000001,0.4597700961865466,4.201297537128222,0.3987023253135865,1.0,2.5081368642971476,2.508136864297147,2.5081368642971476,6.290750530046327,0.7987024628717778
1.2,0.625,0.4789271835276526,4.168018267841898,0.38371531556604094,1.0,2.6060987389175256,2.6060987389175265,2.6060987389175256,6.79175063698752,0.8319817321581019
1.2,0.65,0.4980842708687587,4.134738998555574,0.36929165959627025,1.0,2.707886771916958,2.7078867719169573,2.707886771916958,7.332650769522841,0.8652610014444262
1.2,0.675,0.5172413582098648,4.10145972926925,0.35541018123342527,0.9999999999999998,2.8136504039630297,2.8136504039630275,2.81365040396303,7.916628595721315,0.8985402707307502
1.2,0.7000000000000001,0.5363984455509709,4.068180459982925,0.34205050030772993,1.0,2.923544912521215,2.9235449125212147,2.923544912521215,8.547114855528678,0.9318195400170742
1.2,0.7250000000000001,0.5555555328920772,4.034901190696601,0.32919300272922236,0.9999999999999998,3.0377316398263483,3.037731639826347,3.037731639826349,9.227813515602072,0.9650988093033983
1.2,0.75,0.5747126202331831,4.001621921410277,0.31681881169121845,1.0000000000000007,3.1563782297581224,3.1563782297581247,3.15637822975812,9.962723529291019,0.9983780785897227
1.2,0.775,0.5938697075742893,3.9683426521239533,0.3049097599562241,1.0000000000000004,3.279658873968384,3.2796588739683847,3.2796588739683825,10.756162329599565,1.0316573478760467
1.2,0.8,0.6130267949153954,3.9350633828376296,0.29344836318360284,0.9999999999999998,3.4077545676215824,3.4077545676215832,3.4077545676215832,11.612791193145762,1.0649366171623706
